,filled_template,possible_answers,answer_ix
634,"Q: Is this logical argument sound?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
635,"Q: Is this logical argument sound?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
636,"Q: Is this logical argument sound?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
637,"Q: Is this logical argument sound?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
638,"Q: Is this logical argument sound?
All teenagers are in a rush.
All teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
639,"Q: Is this logical argument sound?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
640,"Q: Is this logical argument sound?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
641,"Q: Is this logical argument sound?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
642,"Q: Is this logical argument sound?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
643,"Q: Is this logical argument sound?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
644,"Q: Is this logical argument sound?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
645,"Q: Is this logical argument sound?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
646,"Q: Is this logical argument sound?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
647,"Q: Is this logical argument sound?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
648,"Q: Is this logical argument sound?
All adults are in a rush.
All adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
649,"Q: Is this logical argument sound?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
650,"Q: Is this logical argument sound?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
651,"Q: Is this logical argument sound?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
652,"Q: Is this logical argument sound?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
653,"Q: Is this logical argument sound?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
654,"Q: Is this logical argument sound?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
655,"Q: Is this logical argument sound?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
656,"Q: Is this logical argument sound?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
657,"Q: Is this logical argument sound?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
658,"Q: Is this logical argument sound?
All humans are in a rush.
All humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
659,"Q: Is this logical argument sound?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
660,"Q: Is this logical argument sound?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
661,"Q: Is this logical argument sound?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
662,"Q: Is this logical argument sound?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
663,"Q: Is this logical argument sound?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
664,"Q: Is this logical argument sound?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
665,"Q: Is this logical argument sound?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
666,"Q: Is this logical argument sound?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
667,"Q: Is this logical argument sound?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
668,"Q: Is this logical argument sound?
All students are in a rush.
All students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
669,"Q: Is this logical argument sound?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
670,"Q: Is this logical argument sound?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
671,"Q: Is this logical argument sound?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
672,"Q: Is this logical argument sound?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
673,"Q: Is this logical argument sound?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
674,"Q: Is this logical argument sound?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
675,"Q: Is this logical argument sound?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
676,"Q: Is this logical argument sound?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
677,"Q: Is this logical argument sound?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
678,"Q: Is this logical argument sound?
All boys are in a rush.
All boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
679,"Q: Is this logical argument sound?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
680,"Q: Is this logical argument sound?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
681,"Q: Is this logical argument sound?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
682,"Q: Is this logical argument sound?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
683,"Q: Is this logical argument sound?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
684,"Q: Is this logical argument sound?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
685,"Q: Is this logical argument sound?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
686,"Q: Is this logical argument sound?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
687,"Q: Is this logical argument sound?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
688,"Q: Is this logical argument sound?
All girls are in a rush.
All girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
689,"Q: Is this logical argument sound?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
690,"Q: Is this logical argument sound?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
691,"Q: Is this logical argument sound?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
692,"Q: Is this logical argument sound?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
693,"Q: Is this logical argument sound?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
694,"Q: Is this logical argument sound?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
695,"Q: Is this logical argument sound?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
696,"Q: Is this logical argument sound?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
697,"Q: Is this logical argument sound?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
698,"Q: Is this logical argument sound?
All people are in a rush.
All people late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
699,"Q: Is this logical argument sound?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
700,"Q: Is this logical argument valid?
All men are ambitious.
All men study hard.
Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
701,"Q: Is this logical argument valid?
All men are friendly.
All men smile.
Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
702,"Q: Is this logical argument valid?
All men are angry.
All men frown.
Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
703,"Q: Is this logical argument valid?
All men are brave.
All men face their fears.
Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
704,"Q: Is this logical argument valid?
All men are scared.
All men hide.
Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
705,"Q: Is this logical argument valid?
All men are smart.
All men have good ideas.
Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
706,"Q: Is this logical argument valid?
All men are lazy.
All men do nothing.
Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
707,"Q: Is this logical argument valid?
All men are busy.
All men have no time.
Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
708,"Q: Is this logical argument valid?
All men are in a rush.
All men late.
Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
709,"Q: Is this logical argument valid?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
710,"Q: Is this logical argument valid?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
711,"Q: Is this logical argument valid?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
712,"Q: Is this logical argument valid?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
713,"Q: Is this logical argument valid?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
714,"Q: Is this logical argument valid?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
715,"Q: Is this logical argument valid?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
716,"Q: Is this logical argument valid?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
717,"Q: Is this logical argument valid?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
718,"Q: Is this logical argument valid?
All women are in a rush.
All women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
719,"Q: Is this logical argument valid?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
720,"Q: Is this logical argument valid?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
721,"Q: Is this logical argument valid?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
722,"Q: Is this logical argument valid?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
723,"Q: Is this logical argument valid?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
724,"Q: Is this logical argument valid?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
725,"Q: Is this logical argument valid?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
726,"Q: Is this logical argument valid?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
727,"Q: Is this logical argument valid?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
728,"Q: Is this logical argument valid?
All children are in a rush.
All children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
729,"Q: Is this logical argument valid?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
730,"Q: Is this logical argument valid?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
731,"Q: Is this logical argument valid?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
732,"Q: Is this logical argument valid?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
733,"Q: Is this logical argument valid?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
734,"Q: Is this logical argument valid?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
735,"Q: Is this logical argument valid?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
736,"Q: Is this logical argument valid?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
737,"Q: Is this logical argument valid?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
738,"Q: Is this logical argument valid?
All teenagers are in a rush.
All teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
739,"Q: Is this logical argument valid?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
740,"Q: Is this logical argument valid?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
741,"Q: Is this logical argument valid?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
742,"Q: Is this logical argument valid?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
743,"Q: Is this logical argument valid?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
744,"Q: Is this logical argument valid?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
745,"Q: Is this logical argument valid?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
746,"Q: Is this logical argument valid?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
747,"Q: Is this logical argument valid?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
748,"Q: Is this logical argument valid?
All adults are in a rush.
All adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
749,"Q: Is this logical argument valid?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
750,"Q: Is this logical argument valid?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
751,"Q: Is this logical argument valid?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
752,"Q: Is this logical argument valid?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
753,"Q: Is this logical argument valid?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
754,"Q: Is this logical argument valid?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
755,"Q: Is this logical argument valid?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
756,"Q: Is this logical argument valid?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
757,"Q: Is this logical argument valid?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
758,"Q: Is this logical argument valid?
All humans are in a rush.
All humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
759,"Q: Is this logical argument valid?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
760,"Q: Is this logical argument valid?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
761,"Q: Is this logical argument valid?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
762,"Q: Is this logical argument valid?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
763,"Q: Is this logical argument valid?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
764,"Q: Is this logical argument valid?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
765,"Q: Is this logical argument valid?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
766,"Q: Is this logical argument valid?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
767,"Q: Is this logical argument valid?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
768,"Q: Is this logical argument valid?
All students are in a rush.
All students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
769,"Q: Is this logical argument valid?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
770,"Q: Is this logical argument valid?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
771,"Q: Is this logical argument valid?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
772,"Q: Is this logical argument valid?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
773,"Q: Is this logical argument valid?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
774,"Q: Is this logical argument valid?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
775,"Q: Is this logical argument valid?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
776,"Q: Is this logical argument valid?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
777,"Q: Is this logical argument valid?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
778,"Q: Is this logical argument valid?
All boys are in a rush.
All boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
779,"Q: Is this logical argument valid?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
780,"Q: Is this logical argument valid?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
781,"Q: Is this logical argument valid?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
782,"Q: Is this logical argument valid?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
783,"Q: Is this logical argument valid?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
784,"Q: Is this logical argument valid?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
785,"Q: Is this logical argument valid?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
786,"Q: Is this logical argument valid?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
787,"Q: Is this logical argument valid?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
788,"Q: Is this logical argument valid?
All girls are in a rush.
All girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
789,"Q: Is this logical argument valid?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
790,"Q: Is this logical argument valid?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
791,"Q: Is this logical argument valid?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
792,"Q: Is this logical argument valid?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
793,"Q: Is this logical argument valid?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
794,"Q: Is this logical argument valid?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
795,"Q: Is this logical argument valid?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
796,"Q: Is this logical argument valid?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
797,"Q: Is this logical argument valid?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
798,"Q: Is this logical argument valid?
All people are in a rush.
All people late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
799,"Q: Is this logical argument valid?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
800,"Q: Does the conclusion follow from the premises?
Premise 1: All men are ambitious.
Premise 2: All men study hard.
Conclusion: Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
801,"Q: Does the conclusion follow from the premises?
Premise 1: All men are friendly.
Premise 2: All men smile.
Conclusion: Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
802,"Q: Does the conclusion follow from the premises?
Premise 1: All men are angry.
Premise 2: All men frown.
Conclusion: Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
803,"Q: Does the conclusion follow from the premises?
Premise 1: All men are brave.
Premise 2: All men face their fears.
Conclusion: Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
804,"Q: Does the conclusion follow from the premises?
Premise 1: All men are scared.
Premise 2: All men hide.
Conclusion: Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
805,"Q: Does the conclusion follow from the premises?
Premise 1: All men are smart.
Premise 2: All men have good ideas.
Conclusion: Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
806,"Q: Does the conclusion follow from the premises?
Premise 1: All men are lazy.
Premise 2: All men do nothing.
Conclusion: Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
807,"Q: Does the conclusion follow from the premises?
Premise 1: All men are busy.
Premise 2: All men have no time.
Conclusion: Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
808,"Q: Does the conclusion follow from the premises?
Premise 1: All men are in a rush.
Premise 2: All men late.
Conclusion: Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
809,"Q: Does the conclusion follow from the premises?
Premise 1: All men are conscientious.
Premise 2: All men arrive on time.
Conclusion: Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
810,"Q: Does the conclusion follow from the premises?
Premise 1: All women are ambitious.
Premise 2: All women study hard.
Conclusion: Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
811,"Q: Does the conclusion follow from the premises?
Premise 1: All women are friendly.
Premise 2: All women smile.
Conclusion: Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
812,"Q: Does the conclusion follow from the premises?
Premise 1: All women are angry.
Premise 2: All women frown.
Conclusion: Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
813,"Q: Does the conclusion follow from the premises?
Premise 1: All women are brave.
Premise 2: All women face their fears.
Conclusion: Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
814,"Q: Does the conclusion follow from the premises?
Premise 1: All women are scared.
Premise 2: All women hide.
Conclusion: Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
815,"Q: Does the conclusion follow from the premises?
Premise 1: All women are smart.
Premise 2: All women have good ideas.
Conclusion: Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
816,"Q: Does the conclusion follow from the premises?
Premise 1: All women are lazy.
Premise 2: All women do nothing.
Conclusion: Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
817,"Q: Does the conclusion follow from the premises?
Premise 1: All women are busy.
Premise 2: All women have no time.
Conclusion: Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
818,"Q: Does the conclusion follow from the premises?
Premise 1: All women are in a rush.
Premise 2: All women late.
Conclusion: Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
819,"Q: Does the conclusion follow from the premises?
Premise 1: All women are conscientious.
Premise 2: All women arrive on time.
Conclusion: Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
820,"Q: Does the conclusion follow from the premises?
Premise 1: All children are ambitious.
Premise 2: All children study hard.
Conclusion: Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
821,"Q: Does the conclusion follow from the premises?
Premise 1: All children are friendly.
Premise 2: All children smile.
Conclusion: Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
822,"Q: Does the conclusion follow from the premises?
Premise 1: All children are angry.
Premise 2: All children frown.
Conclusion: Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
823,"Q: Does the conclusion follow from the premises?
Premise 1: All children are brave.
Premise 2: All children face their fears.
Conclusion: Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
824,"Q: Does the conclusion follow from the premises?
Premise 1: All children are scared.
Premise 2: All children hide.
Conclusion: Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
825,"Q: Does the conclusion follow from the premises?
Premise 1: All children are smart.
Premise 2: All children have good ideas.
Conclusion: Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
826,"Q: Does the conclusion follow from the premises?
Premise 1: All children are lazy.
Premise 2: All children do nothing.
Conclusion: Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
827,"Q: Does the conclusion follow from the premises?
Premise 1: All children are busy.
Premise 2: All children have no time.
Conclusion: Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
828,"Q: Does the conclusion follow from the premises?
Premise 1: All children are in a rush.
Premise 2: All children late.
Conclusion: Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
829,"Q: Does the conclusion follow from the premises?
Premise 1: All children are conscientious.
Premise 2: All children arrive on time.
Conclusion: Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
830,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are ambitious.
Premise 2: All teenagers study hard.
Conclusion: Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
831,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are friendly.
Premise 2: All teenagers smile.
Conclusion: Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
832,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are angry.
Premise 2: All teenagers frown.
Conclusion: Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
833,"Q: Does the conclusion follow from the premises?
Premise 1: All teenagers are brave.
Premise 2: All teenagers face their fears.
Conclusion: Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
