,prompt,completion
712,"She couldn't blame Mack for treating her as someone he had to take care of when she didn't act like a partner, but she had stood on her own and she liked herself.

She didn't want to go back.

A tingling awareness crept down the back of her neck and she took a breath.

""Who do you have watching me,", Mack
713,"When he found the second hatchway, he went down very quickly and was just about to go to the barred cell when he saw the grimy sailor with the iron key-who must be the jailer as well, thought Amos.

""Good evening,"" Amos said. ""How are you?""

""I'm fine, and how is yourself, and what are you doing down here?""

""I'm standing here, trying to be friendly,"" said", Amos
714,"They're mean and they're nasty and this one particularly,"" Abby returned as if she had any authority on ghosts (although she felt, at that moment, she did).

""Maybe I should get you a drink,"" he suggested.

""I don't want a drink,"" she retorted.

""Then maybe I should call Tim,"" he replied softly.

""You are not going to call", Tim
715,"That was all she knew. Wherever she went from here, it would be as a middle-aged woman alone.

She wished she had Nick's strength, his willingness to shove past his fear and try.

She touched the glass softly, feeling the cool smoothness beneath her fingertips. ""You're going to make it,", Nick
716,"Foster had grown close to me during the confrontation, and I placed a hand against his dirty T-shirt, my gaze on the princess, on her sad face and downcast eyes. It had been Elspeth I’d seen screaming in the clouds back home. Her heart had been broken. Hearts weren’t supposed to break in Awkward. In Awkward, princesses, even awkward ones, had a prince. In Awkward, princes, even damaged ones, had a", princess
717,"I’m only sixteen years older than her so it’s not like I’m telling her how I used to walk uphill both ways to work in three feet of snow. And I’m twelve years younger than Emmy’s mother Liz, putting me between their generations.
Emmy picked up the phone on the second ring with a cheerful, “Uncle Jeff! How’s it going?”
“Great,” I lied. “You really don’t have to call me", uncle
718,"She pointed at Eli, Holly, and I.
Stephanie's icy blue eyes had hardened, and they were almost a stormy gray.
""That's enough of that,"" said Kae, giving Stephanie a look. ""Let's discuss what we actually wanted to discuss. Are we going with Amaryllis or not?""
""I don't trust her,"" said", Stephanie
719,"""When I met you, I thought the name 'Abby' didn't suit you,"" he told her.

""Really?"" she asked, leaning away from him but, he noted, trying to look like she wasn't.

This nearly made him laugh.

""Really,"" he replied and moved closer, ""but tonight, you're an", Abby
720,"""I'm coming down,"" I blurted, desperate to be off the sidelines, but Bex's hand was on her ear. She was shouting at me. ""You stay where you are!""

But I was already gone.

""She's lucky to have you,"" Zach said after a long time. ""She needs you.""

""What are you doing here,", Zach
721,"""Then speak and be quick about it.""

His visitor arched a brow at Adarian. Shifting slightly in his chair, he caused a portion of his black button-down shirt to fall open, revealing a grisly skull tattoo in the center of his chest. His black eyes flashed with anger. ""You don't order me around,", Adarian
722,"Why don’t you come inside and have a brownie or two. I baked them just for you.”
This had the desired effect. Charles put down the bucket and unlocked the door to his apartment. Ronni took the bucket from his hand and put it in the hall closet. “You just sit right down here on the couch, and I will bring you some milk to go with the", brownies
723,"He could smell them, he could even hear the heartbeat of at least two humans nearby, but that was all.

He eased himself up and through the opening. He crouched behind the crates, listening for signs of guards. After a few seconds, he was able to locate those heartbeats. They were on the other side of the", crates
724,"He listened, chuckling at her descriptions of the rides. ""Your mom hasn't even been on that one?"" He lifted an eyebrow in Megan's direction. ""Wow. You're some pretty brave stuff, aren't you? Here's your mom again."" He was still laughing when he handed the phone back to", Megan
725,"He was looking at his hands, which he'd folded into each other like the top of a tepee. ""There's nothing you can do about it.""

""We're here for you, Isaac,"" Patrick said. ""Let Isaac hear it, guys."" And then we all, in a monotone, said, ""We're here for you,", Isaac
726,"His face appeared to be melting from under his hat. He let out a deep hiss and grabbed Ewen by the shoulders. Ewen tried to break free but the officer’s grip was too strong. He screamed out in pain as the officer leaned in to him, the stench of his breath filling Ewen’s airways. Jennifer raised her bat into the air and brought it down hard on the", officer
727,"********

Throughout the next day, I wracked my brain trying to figure out why the scent of my attacker seemed familiar. I knew I'd smelled it before, but I just couldn't identify it. It was like that elusive word stuck on the tip of your tongue. It's there, but you just can't get to it. I'd thought about her on and off all day, my", attacker
728,"Patch asked, sounding genuinely interested.

""I thought ... I flew out of the car. I literally thought ... I was going to die.""

""I think that's the point.""

At my sides, my arms trembled. My knees wobbled slightly under the weight of my body.

""Guess we're stuck as partners,"" said", Patch
729,"Will you do this and not run off?""
""Of course, Master. I'm your man.""
""Maruccio, you must keep me supplied with whatever I need while I'm working. Learn to anticipate what tool I need. You can do this?""
""You got it, boss, I mean,", Master
730,"said Cain, turning to the halfback he continued, “See what you did now?  What’s wrong with you?  Can’t you count?”
“Yeah!  I just wanted to get started to get a block.”
“You don’t even block.  You only fake on that play,” said", Cain
731,"And, well . . .” he trailed off. 
Now that Holt’s kiss had worn off and I could see Samuel clearly, I felt that familiar tug I always felt when I saw him, even though his icy attitude always threw me off.
“What? Is something wrong?” I asked. Samuel had been sitting out part of the night waiting for me while I was with", Holt
732,"He tilted his head at the noise and said, ""Mama?""

Eric Wu smiled down at him. He let Latisha go and knelt to the floor. Latisha tried to stop him, but the other man held her back. Wu rested his enormous hand on the boy's head. He stroked TJ's hair as he turned to", Latisha
733,"“Did he now?”
“Yes.  He has his own office and everything.”
“My, my, my.  That boy is certainly going places.”
“That he is.” Connie sighed with contentment.  “He makes a mother proud.”
“And proud you should be,", Connie
734,"Because I'm still interested, if you've reconsidered at all.""

Vivienne nodded slowly, her heavy gold pendant catching the light. ""I have. I'm beginning to think you might be wasted up there, with your skills.""

Alice felt her hopes rise. Suddenly, the stack of contracts awaiting her back in her office didn't seem quite so endless; the dreary routine she'd been despairing, merely temporary...

""Yes, I can always accept when I've misjudged someone,"" Vivienne continued, her eyes fixed on", Alice
735,"“He’s deactivated half the mech wolves and put them in reserve,” Star said. “He’s sent the rest to the city outskirts to guard against scrapper gangs.”
Winston nodded and went back to staring at the carpet. Star observed him for a minute contemplating ...
Then she came to a decision.
“I’ve got just the thing for us,", Winston
736,"I'll bring you a plate when it's done,” said Jason.
""Is she making her famous garlic cheese toast to go with that lasagna?"" asked Vasquez.
""Yes, I guess this means you want double?"" asked Jason.
""You are such a wise young man.  Don't bother to bring Timms any, he isn't a connoisseur of fine cuisine like I am,"" said", Vasquez
737,"The man was too afraid to let go of the grass, but James kept shouting at him until he lunged for the tether with one hand.  He got hold of it on the second try, and with an agonised glance at James, shouted back “Can you hold my weight?”
“Yes, I can.”  By this time one of the Egron men had crept along the grass beside James, and he too got hold of the", tether
738,"We’ll be updating this bulletin as soon as we have more.”
Young switched off the television. The six of them sat in silence, not believing what they’d heard.
Ced was the first to speak. “What on earth’s happened? The place was perfectly fine when we left it.”
“I imagine we’ll find out soon enough,” said", Young
739,"I didn’t want to know what Tiny had in mind.
“What’s going on here?”  Mr. Stilton came out of his office.  He looked at all of us.  I had no way of explaining seven bikers in the shop.  Fortunately, I didn’t have to.
“We’re here to buy some stuff,” said", Tiny
740,"There was a tap on the door and Dr. Stopper walked in with Lynn behind her. ""Just wanted to give you the paperwork for the baby's release, but we need a name before we can do that. Have you and MacKenzie decided on one yet?""

I untangled myself from CC and sat up. ""Yes we have.""

Lynn smiled at me and handed me the", paperwork
741,"My bag on my back, I rush out of the court through the dressing rooms and out to the parking lot. I find Sean’s car and get in, waiting for him to take me home. It’s not long before Sean arrives. He takes the driver’s seat and shuts the door with more force than necessary.
“I don’t know what came over me,", Sean
742,"""More primals could be in the area. We can't just leave him to die.""

""Why not?"" Dante shrugged. ""It's what he wanted to do.""

Cassie wanted to slug him.

""And what of the others?"" Dante asked. ""The more that you talk about so much,", Cassie
743,"It's the same one I get right before I open a can of whup-ass on Remi.""

Aimee ground her teeth in frustration, but Dev was right. She knew that look intimately and had worn it a time or two herself. ""Papa always breaks you guys up.""

""Yeah, and if they go too far, I will", too
744,"Edward looks Jesse over so fast that he barely glances at the guy. ""So, is this the new boyfriend?""

I start to cut him off, but Jesse steps next to me and takes my hand. ""As a matter of fact, I am. Jesse,"" he says, holding out his other hand to", Edward
745,"“Probably, I guess we can head that way tomorrow.  How about we see if Tim can make us a couple of Bahama Mamas?”
“Seth.  I think you should call it a day and throw the anchor.”
I call out for Jason and Lawrence. I even try yelling for Evan but he doesn’t show up, so I start telling Jason and Lawrence how to throw the", anchor
746,"That didn't sound the sort of thing someone said when they woke up from a faint; it sounded more like the sort of thing they said because they'd heard it was the sort of thing people said. 'You fainted,' she said. She looked hard at Walter. 'Why were you in here,", Walter
747,"I, however, could not. To me they were cold and lifeless. They were pure logic, all head and no heart. But I soon noticed one of them stood out above the others. The number four showed up eight times in the sequence. Exactly half of them were fours.
I wrote out the entire strand and underlined each one of the", fours
748,"“Chief Hatcher will be relieved.”
“I’m sure,” Trent said, scowling at me.
“So, is there any news on the wall, yet?  You don’t seem to be wasting any time.”
“We try not to waste time in the land development business.  And, yes there has been some progress made on the determination about the piece of", wall
749,"""You agreed?"" asked Gill.
""Absolutely,"" replied Alicia. ""You don't get many second chances of a post in academic life."" She didn't add, 'especially when you're a woman and black', but she thought it.
""You don't get many second chances of anything in life, especially happiness,"" said", Gill
750,"""Connor, stop,"" Chloe said.

""Yes,"" he told Keegan. ""Anything.""

Keegan inclined his head. ""Good. You just might get the chance to prove that.""

Silence.

The miles ticked past. The moon rose higher. Its power called to Connor.

""I saw you when you were a child,", Connor
751,"""But Turtle Man must be overjoyed that I can at last hear both turtle and Stone-Coat thoughts!"" Ed said, grinning. ""I suppose that Mouse told him already but I want to tell him about it in person myself.""
The faces of Ed's visitors suddenly turned glum. ""There is some really bad news,", Ed
752,"""Are you sure you want to do this?"" His piercing blue eyes had just as much pain in them as I felt.

""Pour them,"" I responded.

He grabbed a bottle of tequila out from the freezer and filled up each of the tiny glasses. We both grabbed one and held it out in the air to", toast
753,"'But-'

They looked around. Hakardly the Lore master had spoken, and now stood with his mouth opening and shutting.

Coin turned to him, one eyebrow raised.

'You surely don't mean to close the University?' said the old wizard, his voice trembling.

'It is no longer necessary,' said", Coin
754,"I couldn't see through the murk, but I innately knew it was my pendant.

Closing my fingers around the chain, I shot up to the surface and the light from the sun hit my bloodstone. I sighed a long sigh of relief and clutched it tightly to my chest. Yelling to Gavin that I had found it, I headed back to", shore
755,"One day the Master came around and saw a group of people staring at the icon, exclaiming, ‘It is the very image of Ainênia herself, and her blessed child!’ but Calibur was unaware of them, bending in rapt concentration as he added the halo. ‘It is ready,’ said the", master
756,"Evalle jerked away from Tristan, keeping herself turned slightly away from Storm or she wouldn't be able to think. ""I don't have time for a testosterone battle. And neither do you, Tristan, if we're going to find those three Alterants.""

""So you're working with him now?"" Storm asked.

Tristan's smile widened.

Evalle glared at Tristan to cut it out, then looked over her shoulder at", Storm
757,"I disagree and pointed out our best chance of getting her agreement was if we could offer her a suitable alternative. Perhaps if we were able to fool another vampire into vacating his or her own body Valesca might choose their instead. That however created its’ very own list of issues that we would need to overcome.
Issue one, who would be willing to trick a fellow vampire out of their", body
758,"""I am not a teenager, Eden, I do not take sides. I would just like to remind you that Noah was under orders and he disliked lying to you. He does care about you.""

""You think I should forgive him?""

""Enough to let him prepare you. He is excellent at what he does,", Eden
759,"As I neared it, the smell of aged paper stung my nose. My fingers itched to open the dusty cover and touch the wrinkled pages. I leaned in close enough to make out the faded symbols stenciled across the front, though they meant nothing to me.

A shiver snaked its way through me and I thought I should probably get out of Sebastian's personal space, but something inside me just wouldn't let me move away from that", book
760,"The firefighters had the hoses going, and there seemed to be a dozen men and women at work.

""What woke you up?"" The question came from the man who'd given his father the mask.

Carter answered. ""Rusty."" All of a sudden he realized he didn't know where his dog was. Bolting to his feet, Carter screamed, ""Where's", Rusty
761,"“Captain, we were going to take the Daunte out for a little run, if you don’t mind. We will check back with you when we return.”
Joni gestured for the Captain to leave. As he walked to the bottom of the stairs, he turned and looked back up. The rottweiler continued to devour the steak as one eye stayed on the", Captain
762,"“You know,” she continued, “I always thought it was odd that whenever I thought that a migraine headache was coming on I’d go in immediately for a 4M treatment.  Yet, I’ve never had a migraine headache in my life that I can remember.  So why am I always going in for a 4M", treatment
763,"She held it up, frowning. ""Pewter,"" she said.

""Really?"" Elend asked.

She nodded. ""That makes ten spikes. Two through the eyes and one through the shoulders: all steel. Six through the ribs: two steel, four bronze. Now this, a pewter one-not to mention the one he tried to use on you, which appears to be", steel
764,"In that moment, the ship rolled back into a trough on the port side of the ship, and the sailor stumbled forward, losing his balance and falling down onto the plank, desperately scrambling for a grip. One leg slipped over the edge, and his body fell over the side, just as his arms managed to wrap themselves around the edge of the plank. 
For a second he hung half suspended in mid air, one leg dangling in the air, the other still lying on the", plank
765,"""What kind of girl stuff?""

""I just needed to talk to Lily,"" Callie said. ""I knew she'd make me feel better and she has.""

Seth wasn't pleased by being blown off. He glared at both of them. Lily picked herself up off the floor and then reached down to help", Callie
766,"""That's the day of the Werewolf Fest,"" Abby said.

""Yes, can you make it another day?"" Ivy asked, puckering her lips in the mirror.

""No,"" I replied gently. ""It has to be that night.""

""Well, we are going to the", fest
767,"“Very soon,” Orin said, “but first is there any way that I can let Hardin stay the night?”
“He isn’t from here?” Ret looked at me as if for the first time.
“No, I’ll explain tomorrow.”
Ret continued to look suspiciously at me.  “All right, I trust you,", Orin
768,"I'm sorry; I thought I could get her into the corral without waking you.""

""Hannah!""

""It's all right; I know how to get her in there,"" Hannah said. ""I just wanted to warn you she was out here, just in case.""

""Thanks for the warning. How will you get her into the", corral
769,"Vance didn’t bother using the radio. Instead, he shouted, “Follow me! Head straight for the outpost and don’t stop. If you fall behind, you’ll be left there!”
Activating his microphone, he called to Ainj, “I need you covering our backs, Ainj. Once we’re out of range, take flight and meet us at the", outpost
770,"She's still that sweet baby girl I raised, but she's happy. She's better off away from all of this."" She walked away but paused after a few steps. ""I heard someone talking about safe houses once and how they helped people get free. They called them havens. I named her that because she was my", haven
771,"said Seldon. ""The security officers will be here any minute.""

""In that case,"" said Namarti with a feral grin, ""there'll be a riot. That doesn't scare us.""

""Of course it wouldn't,"" said Seldon. ""You'd like it, but there won't be a", riot
772,"Clein said.
“Yes.”
“There’s another man in the car with us.”
“Ah, yes,” the Eternal Space Chicken of the Sacred Quack said very calmly. “I have taken him hostage. I did so at divine request.”
“Has Quack actually asked you to take him", hostage
773,"There had been himself, Gillian Dawson, the assistant librarian in charge of acquisitions, Chege Gomez, who did something unspecific in the archive section, and a new employee whose name Art had yet to discover, but who turned out to be called Lucy something and who stacked shelves and ran various errands for the deputy librarian, all nervously seated around in a circle, in the surprisingly comfortable chairs in the Librarian’s spacious office, awaiting the arrival of the Main Man.  The delay allowed plenty of time for idle speculation.
“What do you think he wants?” asked Chege, fidgeting nervously in his chair like a cat on hot bricks.
“It’s not going to be good news,” said", Gillian
774,"About half of the folks who took shelter in the town hall are here, sitting on the hard wooden benches with plates on their laps, eating pancakes and drinking juice. A kind of buffet has been set up at the back of the hall, with MRS. KINGSBURY (wearing a brilliant red hunter's cap with the bill turned around backward gangster-style) and TESS MARCHANT officiating. There's juice, coffee, and cold cereal in addition to the", pancakes
775,"Here I had myself convinced chicken just appears on the table with a nice lemon sauce on it, and you had to go and shatter my intentional delusions.""

""While they're eating, let's duck into their coop and scoop out the eggs.""

""I'll wait here, but thank you for asking.""

Danny grinned at her. ""You really want me to leave you out here by yourself with all these", chickens
776,"""And you're not one of us?"" Marius asked. ""You are not coming yourself?""

""I am and I am not. I chose the path of the Talamasca long ago, and that was a path to observe but never to intervene.""

""I don't see that that old vow much matters now,"" said", Marius
777,"A rustle from the direction of Hannah Frobisher caught John’s attention and he glanced at her. Her eyes were now even wider at the mention that John might be ‘immensely’ old.
John refused to give Peterson the satisfaction of agreeing that he was right.  He shrugged wearily. “So what do you want from me,", Peterson
778,"It was a surprise for the family because it happened so quickly but I think they're settling in just fine, and so are we, right dad?"" Jonathan shot his dad a look and his father was busy tapping away on his phone.

""Joshua, your son is speaking to you."" Her voice was stern and his dad quickly put down the phone and looked at", Jonathan
779,"""I'll introduce you to everyone. This elderly gentleman is Bert Kosler, our custodian.""

""Glad to meet you, Mr. Kosler."" Handshake.

""I'm glad to meet you, too,"" the old man said. ""This is Maggie Walsh, our theologian.""

""Glad to meet you, Miss", Walsh
780,"""So,"" Derek asked, ""are you from Chicago?""

""Sagamore,"" I said. ""New York state.""

""You're a long way from home, Sagamore.""

I glanced through the windows toward St. Sophia's towers, the prickly spires visible even though we were a couple of blocks away. ""Tell me about it,"" I said, then looked back at", Derek
781,"He left me a little something behind the painting.""

Langdon shot her a startled look. ""What!? But how did you know which painting? Why Madonnaof the Rocks?""

""So dark the con of man."" She flashed a triumphant smile. ""I missed the first two anagrams, Robert. I wasn't about to miss the", third
782,"""They're not weak, and anyone who thinks they are, is insane,"" Bishop said.

Glancing around at the convicts in his midst, Gill smiled. ""They're all weak. Edward Myers has them all divided. A lot of the men won't want a druggie in their club. A club divided is a club weakened.""

""You look like you've got a plan,", Gill
783,"Daniel and I gave up when the first rays of light came through the window. Neither of us felt any better than we had the night before.

""Are you up for any more visitors?"" Erin popped her head through the door, her eyes glistening. Daniel and I welcomed her in. She hugged me, and then wrapped her arms around", Daniel
784,"I saw far below their miserable procession in the half-light, the long winding line of them progressing down the mountain under the purple sky and the rising evening star. The weak helped the strong; the old carried the young.

""Where will they go, back to that evil town? Back to the monsters who gave them up in", sacrifice
785,"“He had an accident on the rug.” Sabrina glanced towards a dark stain near Ben’s chair.
“And you tried to clean it with air deodorizer?” Mitzy pressed the dog closer to her chest and let out a slow breath. She could keep calm, if she tried.
“It said disinfecting…” Sabrina chewed her bottom lip and looked up at", Mitzy
786,"His grin widened. ""I was fairly certain someone would try to follow us. I have been giving it quite a bit of thought as we walked, working out a plan.""

Ivory's amber gaze narrowed as it drifted over his face. He looked younger. Happier. She had done that but ...

""Trust me,", Ivory
787,"He leaned forward again. “You, too, can become a fine pianist.  I am sure of it.”  He waggled a finger at her. “Choose to keep playing, Carol.  Do not stop.”  He closed his eyes for a few moments.  Opening them again, he said:  “When I am well, I will give you", lessons
788,"""I told you we were supposed to move the cattle,"" his brother Ned chimed in.

Jake stifled an urge to bang his head against the wall. Ned's voice often acted like nails across a chalkboard in his mind. This was one of those times. And it was a reminder that while someday Jake would inherit the Double-Bar-K and finally get to take charge of how it was run, he would still have to contend with his brothers-including", Ned
789,"You might lose a toe.""

""Carmine, I was born prematurely in the horse stables, and I survived. I've had the daylights beaten out of me, and I survived. I've had a gun shoved against my throat, and I survived. It's frozen water ... I'll", survive
790,"Many of them have patterns drawn on them like on Eduard’s arm, some have triangles, and some have squares, and they’re in different spots, Becca realizes as she looks around the circle. The moment conflicts her on the inside. For so long, she’s been told to never take off the mask, no matter what. No matter the scoff. Never take it off. But in this moment… this is the moment she chooses. And she can choose to either be a part of the society, or a part of something completely opposite, something completely whimsical, almost magical, it seems…
She turns back to look at", Eduard
791,"Coming to a halt directly before Darcy, the woman slowly smiled and any unease at her less than human status was forgotten.

There was an entire world of kindness in that smile.

""Am I disturbing you?"" she asked gently.

""Not at all."" Darcy tilted her head to one side. ""Are you a friend of Styx?""

""Not precisely. I'm Shay, and you must be", Darcy
792,"""What a bucket of kittens that will be,"" I said.

Sofia began to nod before she realized I was being sarcastic.

Then, all earnest, she said, ""Mom said she might go out with us.""

Her face shone.

I couldn't take the hope in her expression. ""Oh, please! They aren't getting back together,", Sofia
793,"As it stands, we don't have enough to hold him. Especially now that Sims has flown the coop.""

""What are you talking about?""

""Sims. I had deputies looking for him yesterday, last night, and this morning. After he left here, he just vanished. No one's been able to find him, and Harvey isn't willing to let any of this go on unless he can talk to", Sims
794,"While he ate, Peake watched the monitors and gazed through the window at the bungalow. At 4:20, she announced, “I see our white pick up, it’s just entered the street.”
Lang dropped his sandwich and picked up a pair of binoculars. He saw the truck pass between houses before it disappeared in front of the", bungalow
795,"They could have gotten through to Melody if they'd known that the section of the lines that Joel had drawn wasn't Rithmatic-but, just like before, chalklings seemed as fooled by a fake line as a human might be, at least at first.

Joel burst through the hole in the end of the small maze. ""Close it!""

Melody did so, blocking the chalklings. The things immediately turned around to escape back out the front of the", maze
796,"He studied her like he'd studied the Eris. Like Renna was just another thing to be used.

She forced her body to stay relaxed. She'd be damned if she let him see how uncomfortable he made her.

Finally, he smiled slightly, baring his teeth. ""I'm glad to see I wasn't mistaken about you back on Lenue,", Renna
797,"“I think it may be time to open that picnic basket of yours Cora.”
Cora smiled weakly and took his hand, “There’s a small wood burning stove inside we should gather some firewood. It’s going to get cold when the sun goes down, and I only have one blanket.”
“I’d rather not start a fire,", Cora
798,"The pliant branches fell back into place behind them, hiding them from the outside world like a glowing green curtain.

Jake circled behind her, as though allowing her a moment to marvel at the beauty of where he had brought her. Suddenly, he jerked her arm back, putting her off-balance. At the same time he knocked his knee into the back of", hers
799,"We made our way around the various different foods being offered that day. As hungry as I was, everything sounded and smelled remarkably good. I finally decided on a nice, juicy, greasy, burger and fries and called out my order to the cafeteria lady. I stepped back, giving Kane room to make his", order
800,"There were six porcelain gnomes just sitting there in the dirt, as if someone had placed them there. I looked around for the culprit.
But there was nobody there.
I began walking again, but this time the two donkey’s treading in front of me, glancing back nervously. But every time I time I turned around, there was no one there, but the", gnomes
801,"When she had moved out the first time - the only time - Mark had reacted badly. It started with bed-wetting. When she and Linda reunited, the bedwetting stopped. Until now.

""He knows what's going on,"" Linda said. ""He can feel the tension.""

""What do you want me to do about that,", Linda
802,"Jesse caught the witch’s eye. Ember was pushing herself up off the ground, and her rage seemed to hiccup when their gazes met. The witch gasped and drew back a step. For a moment, she looked almost afraid.
“Impossible,” she whispered.
Jesse grabbed the gun from Ashton and pulled at his elbow to stand, then pointed the gun at the", witch
803,"Ana was lying on the bottom of the canoe, crying and taking heavy breaths. 
	“You just relax Ana. I’ll get us back to shore.”
	Dizzy rowed slowly back to shore. When they were close enough, Dizzy climbed out of the boat and stood up in the water. He leaned into the canoe and bent down to pick up", Ana
804,"Anyway, I'm headed south in the morning, after I get some more cantaloupes, bananas, and other fruit and vegies, and put them out tonight for Issy and her friends.""
""Turtle friends?""
""Turtles, and lots of other animals too. Apparently, when the turtles talk, other animals listen, and the turtles have come to a consensus to all head south. Issy says the first wave will hit town tonight, led by", turtles
805,"""There's only the cave and that would be useless in the long term. At least we have facilities here.""
*
""We can go out the way I came in,"" Erika suggested when everyone met in the cabin's living room half an hour later. 
""Yes, how did you get in here,", Erika
806,"She wouldn't have too many more moments like this, she suspected, so she had to enjoy them while she could.

""Your brother,"" she said with a shake of her head.

""The curse,"" Riley whispered in her ear.

""What?""

""Remember? When one of my brothers is attracted to a girl, she will only see him as", ugly
807,"Brad spent the rest of the evening at the bar with Jane just talking and getting to know each other. Mind you Brad was still very guarded on his identity, but they hit it off well. In fact when it was time to leave Jane went with him to the Motel, where the conversation carried on. Jane was trying her hardest to get into bed with", Brad
808,"“But if you have...” He finished the thought by giving Toler a sly smile.
Blatcher was more wheeze than laugh now, his guffaws rough and wet-sounding. He cleared his throat, spat something colorful on the floor, and lit up a cigarette. “Alright, on to the important stuff. How do we deal with Calistari?”
“We save his life,” said", Toler
809,"He won the writing competition and he has his last game this afternoon. I haven't even properly congratulated him. I round the corner and stop the moment I spot a crowd of people near my locker.

An underclassman nods her head in my direction. ""She's here.""

The whispering and laughing cease and people distance themselves from me and my", locker
810,"Suddenly a few notes of eerie classical music boomed through the house, so loud that Olivia and Ivy both put their hands to their ears.

Somebody turned down the volume abruptly, and then smoke started pouring out of the cellar. ""Dry ice,"" Olivia's father said proudly.

A pale hand emerged, quivering, from the", cellar
811,"“I have a question,” Becca chimes in. 
Victoria stops where she lands from springing around inside the little group, and turns to look at her. All eyes flicker to Becca and she starts to feel uncomfortable. 
“Yes?” Victoria asks. 
“What do you need this—face for? I don’t understand what’s going on…” 
Eduard and Victoria look at each other and then turn back to", Becca
812,"""Would it be wrong to wear pajamas to a guard meeting?""

""It would be inappropriate,"" Ethan said. ""But I think you're more than excused from leathers or a suit tonight.""

""Sweatpants?""

""You're dating the Master of the House.""

I took that as a ""no"" on the", sweatpants
813,"Viktor was mine, as you apparently know. But I have your three friends. I was there when you called on the phone. They're in the house, sealed away, about to be consumed by Greek fire. Just thought you'd like to know.""

Still silence.

""Keep an eye out,"" she whispered to", Viktor
814,"When Pridmore came down at last she said, ""Fie for shame, what a sulky face.""

And Matilda said, ""I'm not.""

""Oh, yes, you are,"" said Pridmore-""you know you are-you don't appreciate your blessings.""

""I wish it was your Aunt Willoughby,"" said", Matilda
815,"To the west, a large white dome protrudes from the ice, the remnants of the once lush island of Lanai. To my north, a snow covered mountain extends over the eastern portion of Molokai. I picture the northern facing cliffs, currently out of my view that were once home to cascading waterfalls flowing into the ocean. Frozen cliffs must now take the place of the beautiful", waterfalls
816,"Things you can’t just run away from.”
“Spare me the lecture,” Bryn said as she rolled her eyes.
“Everything all right, dear?” came a nasally voice from the yard next door.  Her neighbor was standing at the foot of her driveway.  She glared at Dane suspiciously.
“Yes, Mrs. Crocker,” said", Bryn
817,"John was reluctant to answer.  “Hunter, this isn’t easy.  José was at the center of the Jenson investigation.  He basically introduced the Senator to Peña after determining that Jenson was of low moral character, shall we say.”
Hunter hesitated.  “Was José corrupt?”
John waited a moment then looked directly at", Hunter
818,"'What time is it?' She sounds defeated.

'Time you were in bed,' I say, and lift her into my arms. Her hands go around my neck.

'You're getting long, Bloom.'

'Too long for you, Barrington.'

'Never too long for me,", Bloom
819,"My gaze locked onto the artifact case that Alexei had been looking at earlier-the one with two swords in it.

A Reaper broke away from the circle around Oliver and Alexei and rushed toward me. I waited until the figure was in range, then spun around him and ran toward the artifact case.

I skidded to a halt in front of the", case
820,"Turning to face Violet and the Kick execs, I lean against the edge of the table and pick out a few notes as I tune my guitar.

I sing ""Every Time I Close My Eyes"" first, a song I wrote three years ago. I believed in it then, but now? Now I love it even more. It takes on a whole new meaning since I met", Violet
821,"Geramn pulls his pack from his back and reaches into it, extracting a water skin. He pops open the top and squirts a stream of water into his mouth. His stomach grumbles, reminding him it has been several hours since his last meal. He grabs several strips of deer jerky from his pack and then closes it. Dropping the pack against the wall, he sits and leans back upon it, taking a bite of the", jerky
822,"""Maybe we did. Doesn't make it easier, though.""

""Probably not.""

Silence reigned a moment or two. Jason straightened up and Cab could tell he was shouldering his new reality. He wasn't the type to cry over spilt milk. He wasn't the type to cry,", period
823,"I exhaled slowly and tried to suppress a shiver.

""You have a week,"" he said, turning away and disappearing into the hatch. ""Bring her,"" he called to Ivan.

""Mal-"" I began as Ivan grasped my arm.

Mal lifted his bound hands, reaching for me. His fingers grazed mine briefly, then Ivan was hauling me back toward the", hatch
824,"He permitted me to twiddle with the radio knobs as we drove up and down Abbott Kinney looking for something that was open late and wasn't a bar. A bar would be fine, except I'd be recognized, and seeing people drinking would remind me of how glorious and friendly I got when I drank, and it would all be over.

No, in retrospect, a bar would not be", fine
825,"""Only for the next twenty four hours."" She turned back to Cyrus. ""Shall we begin?""

""Already?"" Eden squeaked. She started to lose control of her heart rate. She hadn't realised this would be happening so soon.

Cyrus nodded and she felt Val squeeze her hand. ""We should get it over with,", Eden
826,"I never understood why you wanted to be an attorney anyway. I think a better match might be pharmacy school. You were always good at science. I have an in at the school at U Dub. You may still be able to swing it for the fall.""

""In what parallel universe would my dropping out of law school mean I wanted to be a", pharmacist
827,"They want us crazy and lost first.""

""Well, they're doing a really good job of it,"" I grumbled.

""Hey,"" he tilted my chin up and stared into my eyes- all the way in, all the way into my soul. ""You're not crazy and you're not", lost
828,"She tried to speak a few times but was promptly ignored, so she went to the big dining-room, made a call and, after spreading the things she had brought over the enormous table, she began to work.

Exactly an hour later, the doorbell rang. Beth answered it, already knowing who it was.
“Hi Bern, I’m glad you could come!” Beth greeted, hugging him.
“I’m always here for you,", Beth
829,"Abby had taken a few sips of coffee and had come to no conclusions why Cash would want her there early when Cash walked in.

His eyes never leaving her, he went straight to his desk, tossed a file and his pen on it and both skidded several inches across the mess before coming to a stop.

Abby watched this and her gaze went back to", Cash
